symbol,just_date,article_sentiment,event_impact_score_entity_1,overall_source_rank,volume,date,day,month,year,hour,minute
AAPL,2012-08-25,-0.04768159204,28.54726368,5.766169154,201,2012-08-25 9:45:00,25,8,2012,9,45
CSCO,2012-08-25,-0.29,20,5,1,2012-08-25 9:45:00,25,8,2012,9,45
EMC,2012-08-25,0.56,27,3,1,2012-08-25 9:45:00,25,8,2012,9,45
FB,2012-08-25,0.3524375,43,6.625,16,2012-08-25 9:45:00,25,8,2012,9,45
GOOG,2012-08-25,0.1516666667,19.33333333,6.333333333,3,2012-08-25 9:45:00,25,8,2012,9,45
HPQ,2012-08-25,-0.301,32.5,6.5,2,2012-08-25 9:45:00,25,8,2012,9,45
IBM,2012-08-25,0.404,20,9,1,2012-08-25 9:45:00,25,8,2012,9,45
INTC,2012-08-25,0.3725,21.5,3,2,2012-08-25 9:45:00,25,8,2012,9,45
MSFT,2012-08-25,0.1658,24.2,6,5,2012-08-25 9:45:00,25,8,2012,9,45
ADBE,2012-08-25,0.685,27,10,1,2012-08-25 9:45:00,25,8,2012,9,45
IBM,2012-08-26,0.3093333333,15,5,3,2012-08-26 9:45:00,26,8,2012,9,45
HPQ,2012-08-26,-0.312,35,8,1,2012-08-26 9:45:00,26,8,2012,9,45
FB,2012-08-26,-0.159,41.88888889,5.888888889,9,2012-08-26 9:45:00,26,8,2012,9,45
GOOG,2012-08-26,0.31,18.5,7.5,2,2012-08-26 9:45:00,26,8,2012,9,45
ORCL,2012-08-26,0.279,23,5,1,2012-08-26 9:45:00,26,8,2012,9,45
CTXS,2012-08-26,0.685,39,3,1,2012-08-26 9:45:00,26,8,2012,9,45
AAPL,2012-08-26,0.1468159509,28.50306748,6.012269939,163,2012-08-26 9:45:00,26,8,2012,9,45
INTC,2012-08-26,0.31,20,7,1,2012-08-26 9:45:00,26,8,2012,9,45
MSFT,2012-08-26,0.005904761905,23,6,21,2012-08-26 9:45:00,26,8,2012,9,45
CSCO,2012-08-26,0.435,25,3,1,2012-08-26 9:45:00,26,8,2012,9,45
MSFT,2012-08-27,-0.1078666667,23.26666667,6.133333333,15,2012-08-27 9:45:00,27,8,2012,9,45
HPQ,2012-08-27,0.568,33,5.666666667,3,2012-08-27 9:45:00,27,8,2012,9,45
RHI,2012-08-27,0.31,31,7,1,2012-08-27 9:45:00,27,8,2012,9,45
AAPL,2012-08-27,0.3864668874,28.08609272,5.850993377,302,2012-08-27 9:45:00,27,8,2012,9,45
INTC,2012-08-27,-0.31,27,6,2,2012-08-27 9:45:00,27,8,2012,9,45
ADBE,2012-08-27,0.0755,28.5,5,2,2012-08-27 9:45:00,27,8,2012,9,45
FB,2012-08-27,-0.03082352941,44.47058824,5.882352941,17,2012-08-27 9:45:00,27,8,2012,9,45
GOOG,2012-08-27,-0.06916666667,20.16666667,6.833333333,6,2012-08-27 9:45:00,27,8,2012,9,45
IBM,2012-08-27,0.31,18,5,1,2012-08-27 9:45:00,27,8,2012,9,45
ETN,2012-08-27,-0.29,22,6.5,2,2012-08-27 9:45:00,27,8,2012,9,45
AABA,2012-08-27,0.135,30.5,7.5,2,2012-08-27 9:45:00,27,8,2012,9,45
MSI,2012-08-28,-0.29,16,7,3,2012-08-28 9:45:00,28,8,2012,9,45
MSFT,2012-08-28,0.3223333333,23.44444444,5.888888889,9,2012-08-28 9:45:00,28,8,2012,9,45
XLNX,2012-08-28,0.56,21,4,2,2012-08-28 9:45:00,28,8,2012,9,45
AAPL,2012-08-28,-0.038,28.50416667,5.925,240,2012-08-28 9:45:00,28,8,2012,9,45
EMC,2012-08-28,0.5186666667,28,6,3,2012-08-28 9:45:00,28,8,2012,9,45
CSCO,2012-08-28,0.3316363636,20.6969697,4.666666667,33,2012-08-28 9:45:00,28,8,2012,9,45
ADSK,2012-08-28,-0.06066666667,41.33333333,4.333333333,3,2012-08-28 9:45:00,28,8,2012,9,45
GOOG,2012-08-28,-0.101559322,20.11864407,5.711864407,59,2012-08-28 9:45:00,28,8,2012,9,45
EA,2012-08-28,0.352,61,6,1,2012-08-28 9:45:00,28,8,2012,9,45
MU,2012-08-28,0.31,51,4,1,2012-08-28 9:45:00,28,8,2012,9,45
ETN,2012-08-28,0.3539565217,31.65217391,5.913043478,23,2012-08-28 9:45:00,28,8,2012,9,45
STX,2012-08-28,0.5048,43.4,5,5,2012-08-28 9:45:00,28,8,2012,9,45
IBM,2012-08-28,0.3731578947,14.89473684,5.657894737,38,2012-08-28 9:45:00,28,8,2012,9,45
FB,2012-08-28,0.0164,42.16666667,5.933333333,30,2012-08-28 9:45:00,28,8,2012,9,45
VRSN,2012-08-28,0.56,29,8,1,2012-08-28 9:45:00,28,8,2012,9,45
NTAP,2012-08-28,0.56,29,5,1,2012-08-28 9:45:00,28,8,2012,9,45
AABA,2012-08-28,0.4665,36,4.5,2,2012-08-28 9:45:00,28,8,2012,9,45
HPQ,2012-08-28,0.4266666667,33.66666667,6.666666667,3,2012-08-28 9:45:00,28,8,2012,9,45
ORCL,2012-08-28,0.4074,23,5,5,2012-08-28 9:45:00,28,8,2012,9,45
INTC,2012-08-28,0.56,22,4.666666667,3,2012-08-28 9:45:00,28,8,2012,9,45
AAPL,2012-08-29,0.1645673077,28.73076923,5.961538462,104,2012-08-29 9:45:00,29,8,2012,9,45
FB,2012-08-29,0.19265625,41.28125,6.03125,32,2012-08-29 9:45:00,29,8,2012,9,45
SNDK,2012-08-29,0.352,37,4,1,2012-08-29 9:45:00,29,8,2012,9,45
CSCO,2012-08-29,0.56,23,4,1,2012-08-29 9:45:00,29,8,2012,9,45
NTAP,2012-08-29,0.56,29,5,1,2012-08-29 9:45:00,29,8,2012,9,45
MU,2012-08-29,0.4975,55.5,5.75,4,2012-08-29 9:45:00,29,8,2012,9,45
FISV,2012-08-29,0.498,19,3,1,2012-08-29 9:45:00,29,8,2012,9,45
ORCL,2012-08-29,0.3272,21.13333333,6.4,15,2012-08-29 9:45:00,29,8,2012,9,45
ETN,2012-08-29,0.3795789474,31.52631579,6.473684211,19,2012-08-29 9:45:00,29,8,2012,9,45
MSI,2012-08-29,-0.129,17.5,5.75,4,2012-08-29 9:45:00,29,8,2012,9,45
GOOG,2012-08-29,0.1008095238,20.23809524,6.476190476,21,2012-08-29 9:45:00,29,8,2012,9,45
IBM,2012-08-29,0.3653823529,15.17647059,5.514705882,68,2012-08-29 9:45:00,29,8,2012,9,45
XLNX,2012-08-29,0.468,25,6,1,2012-08-29 9:45:00,29,8,2012,9,45
CRM,2012-08-29,0.352,37.5,7,2,2012-08-29 9:45:00,29,8,2012,9,45
INTC,2012-08-29,0.183,22.66666667,5.333333333,3,2012-08-29 9:45:00,29,8,2012,9,45
DOV,2012-08-29,0.366,25,5,1,2012-08-29 9:45:00,29,8,2012,9,45
STX,2012-08-29,0.56,50,4,1,2012-08-29 9:45:00,29,8,2012,9,45
AABA,2012-08-29,0.4084285714,35,6,14,2012-08-29 9:45:00,29,8,2012,9,45
HPQ,2012-08-29,0.3733,33.9,5.2,10,2012-08-29 9:45:00,29,8,2012,9,45
CSC,2012-08-29,0.435,35,3,1,2012-08-29 9:45:00,29,8,2012,9,45
ALTR,2012-08-29,0.685,,7,6,2012-08-29 9:45:00,29,8,2012,9,45
MSFT,2012-08-29,0.3168,22.1,5.7,20,2012-08-29 9:45:00,29,8,2012,9,45
EMC,2012-08-29,0.2096666667,24.33333333,5,3,2012-08-29 9:45:00,29,8,2012,9,45
GOOG,2012-08-30,-0.1906870748,22.27891156,5.816326531,147,2012-08-30 9:45:00,30,8,2012,9,45
ADI,2012-08-30,0.435,26,6,1,2012-08-30 9:45:00,30,8,2012,9,45
IBM,2012-08-30,0.3142857143,15.35714286,4.5,14,2012-08-30 9:45:00,30,8,2012,9,45
MSI,2012-08-30,0.1065555556,14.11111111,4.777777778,9,2012-08-30 9:45:00,30,8,2012,9,45
FB,2012-08-30,0.1835135135,38.83783784,5.837837838,37,2012-08-30 9:45:00,30,8,2012,9,45
ORCL,2012-08-30,0.3038333333,19,5.333333333,6,2012-08-30 9:45:00,30,8,2012,9,45
AABA,2012-08-30,-0.2587884615,31.69230769,5.5,52,2012-08-30 9:45:00,30,8,2012,9,45
INTC,2012-08-30,0.3964,21.8,4.6,5,2012-08-30 9:45:00,30,8,2012,9,45
HPQ,2012-08-30,0.360125,32.1875,6.9375,16,2012-08-30 9:45:00,30,8,2012,9,45
MSFT,2012-08-30,0.3100833333,22.29166667,5.666666667,24,2012-08-30 9:45:00,30,8,2012,9,45
NVDA,2012-08-30,0.413,34,7,1,2012-08-30 9:45:00,30,8,2012,9,45
AAPL,2012-08-30,0.1690163934,28.93442623,5.606557377,61,2012-08-30 9:45:00,30,8,2012,9,45
INTU,2012-08-30,0.685,21,7.5,4,2012-08-30 9:45:00,30,8,2012,9,45
CSCO,2012-08-30,0.0245,16.5,4.5,2,2012-08-30 9:45:00,30,8,2012,9,45
QCOM,2012-08-30,-0.334,19.5,7,2,2012-08-30 9:45:00,30,8,2012,9,45
ADSK,2012-08-30,0.498,42,5,1,2012-08-30 9:45:00,30,8,2012,9,45
ETN,2012-08-30,0.3650666667,32.66666667,5.933333333,15,2012-08-30 9:45:00,30,8,2012,9,45
SYMC,2012-08-30,0.0295,31.75,5.75,4,2012-08-30 9:45:00,30,8,2012,9,45
CTXS,2012-08-30,0.527,53,4,1,2012-08-30 9:45:00,30,8,2012,9,45
ADBE,2012-08-30,0.52,29.5,5,2,2012-08-30 9:45:00,30,8,2012,9,45
STX,2012-08-30,0.5293333333,46.33333333,4,3,2012-08-30 9:45:00,30,8,2012,9,45
SNDK,2012-08-31,0.326,37,9,1,2012-08-31 9:45:00,31,8,2012,9,45
WDC,2012-08-31,0.138,34,6.25,4,2012-08-31 9:45:00,31,8,2012,9,45
AABA,2012-08-31,-0.115,32,5.111111111,9,2012-08-31 9:45:00,31,8,2012,9,45
ORCL,2012-08-31,-0.2069285714,25.71428571,6.25,28,2012-08-31 9:45:00,31,8,2012,9,45
ETN,2012-08-31,0.31,31,5,1,2012-08-31 9:45:00,31,8,2012,9,45
ADSK,2012-08-31,0.494,37.75,4.5,8,2012-08-31 9:45:00,31,8,2012,9,45
ADP,2012-08-31,0.325,30,8,2,2012-08-31 9:45:00,31,8,2012,9,45
ALTR,2012-08-31,0.7475,,4.5,2,2012-08-31 9:45:00,31,8,2012,9,45
LRCX,2012-08-31,0.3203333333,41.33333333,6.333333333,6,2012-08-31 9:45:00,31,8,2012,9,45
ADBE,2012-08-31,0.435,32,3,1,2012-08-31 9:45:00,31,8,2012,9,45
MSI,2012-08-31,0.2454444444,15.11111111,6.222222222,9,2012-08-31 9:45:00,31,8,2012,9,45
CSCO,2012-08-31,0.435,19.5,5,2,2012-08-31 9:45:00,31,8,2012,9,45
STX,2012-08-31,0.2985,50,5.5,2,2012-08-31 9:45:00,31,8,2012,9,45
GOOG,2012-08-31,0.3422909091,21,6.009090909,110,2012-08-31 9:45:00,31,8,2012,9,45
FSLR,2012-08-31,-0.29,66,7,2,2012-08-31 9:45:00,31,8,2012,9,45
MSFT,2012-08-31,0.2192,22.4,6,15,2012-08-31 9:45:00,31,8,2012,9,45
AAPL,2012-08-31,0.2178461538,28.75641026,6.358974359,78,2012-08-31 9:45:00,31,8,2012,9,45
XLNX,2012-08-31,0.477,35,4,3,2012-08-31 9:45:00,31,8,2012,9,45
HPQ,2012-08-31,0.28875,32.25,5.75,4,2012-08-31 9:45:00,31,8,2012,9,45
IBM,2012-08-31,0.2885,15.33333333,4.833333333,6,2012-08-31 9:45:00,31,8,2012,9,45
INTC,2012-08-31,0.5388,22.6,4.8,5,2012-08-31 9:45:00,31,8,2012,9,45
BRCM,2012-08-31,0.56,,4,1,2012-08-31 9:45:00,31,8,2012,9,45
ADI,2012-08-31,-0.378,0,6,1,2012-08-31 9:45:00,31,8,2012,9,45
FB,2012-08-31,0.2799473684,42.02631579,6.105263158,38,2012-08-31 9:45:00,31,8,2012,9,45
GOOG,2012-09-01,0.3756956522,20.17391304,5.434782609,23,2012-09-01 9:45:00,1,9,2012,9,45
MSI,2012-09-01,0.191,14.5,6,2,2012-09-01 9:45:00,1,9,2012,9,45
AAPL,2012-09-01,0.1133444444,28.78888889,6.188888889,90,2012-09-01 9:45:00,1,9,2012,9,45
NVDA,2012-09-01,0.435,39,5,2,2012-09-01 9:45:00,1,9,2012,9,45
QCOM,2012-09-01,0.435,19,4,1,2012-09-01 9:45:00,1,9,2012,9,45
SYMC,2012-09-01,0.435,25,6,1,2012-09-01 9:45:00,1,9,2012,9,45
INTC,2012-09-01,0.1975,26,7.5,2,2012-09-01 9:45:00,1,9,2012,9,45
AABA,2012-09-01,0.01,33,4,2,2012-09-01 9:45:00,1,9,2012,9,45
MSFT,2012-09-01,0.05747368421,23.36842105,6.105263158,19,2012-09-01 9:45:00,1,9,2012,9,45
DOV,2012-09-01,0.492,24.5,5,2,2012-09-01 9:45:00,1,9,2012,9,45
ETN,2012-09-01,0.3094,21,6.15,20,2012-09-01 9:45:00,1,9,2012,9,45
FB,2012-09-01,-0.2230972222,42.26388889,6.527777778,72,2012-09-01 9:45:00,1,9,2012,9,45
ADBE,2012-09-01,0.56,31,8,1,2012-09-01 9:45:00,1,9,2012,9,45
HPQ,2012-09-01,0.3598,33.8,6.8,5,2012-09-01 9:45:00,1,9,2012,9,45
ORCL,2012-09-01,0.04733333333,23.33333333,6.666666667,3,2012-09-01 9:45:00,1,9,2012,9,45
AABA,2012-09-02,-0.017,33,5.333333333,3,2012-09-02 9:45:00,2,9,2012,9,45
GOOG,2012-09-02,0.45175,19.625,4.75,8,2012-09-02 9:45:00,2,9,2012,9,45
MSI,2012-09-02,-0.097,14.66666667,5.666666667,3,2012-09-02 9:45:00,2,9,2012,9,45
ADBE,2012-09-02,0.383,30,6,1,2012-09-02 9:45:00,2,9,2012,9,45
NVDA,2012-09-02,-0.29,28,5,1,2012-09-02 9:45:00,2,9,2012,9,45
FB,2012-09-02,0.1841176471,41.64705882,6.294117647,17,2012-09-02 9:45:00,2,9,2012,9,45
DOV,2012-09-02,0.335,25,2,1,2012-09-02 9:45:00,2,9,2012,9,45
ORCL,2012-09-02,-0.29,19.5,6.5,2,2012-09-02 9:45:00,2,9,2012,9,45
MSFT,2012-09-02,0.513125,21.375,5.125,8,2012-09-02 9:45:00,2,9,2012,9,45
CRM,2012-09-02,0.56,43,5,1,2012-09-02 9:45:00,2,9,2012,9,45
AAPL,2012-09-02,0.2991428571,28.28571429,5.928571429,28,2012-09-02 9:45:00,2,9,2012,9,45
HPQ,2012-09-02,0.357,34.5,5,2,2012-09-02 9:45:00,2,9,2012,9,45
MSFT,2012-09-03,0.055,23.6,5.2,10,2012-09-03 9:45:00,3,9,2012,9,45
TRIP,2012-09-03,0.56,44,5,1,2012-09-03 9:45:00,3,9,2012,9,45
FSLR,2012-09-03,-0.39,58,8,1,2012-09-03 9:45:00,3,9,2012,9,45
GOOG,2012-09-03,0.441,19.4,7.2,5,2012-09-03 9:45:00,3,9,2012,9,45
EA,2012-09-03,0.31,71,5,1,2012-09-03 9:45:00,3,9,2012,9,45
AAPL,2012-09-03,0.04986666667,28.93333333,5.733333333,30,2012-09-03 9:45:00,3,9,2012,9,45
NTAP,2012-09-03,0.388,22,6,1,2012-09-03 9:45:00,3,9,2012,9,45
IBM,2012-09-03,0.465,14,6,1,2012-09-03 9:45:00,3,9,2012,9,45
ORCL,2012-09-03,-0.29,17,8,1,2012-09-03 9:45:00,3,9,2012,9,45
FB,2012-09-03,-0.08486666667,41.93333333,5.8,15,2012-09-03 9:45:00,3,9,2012,9,45
IBM,2012-09-04,0.5425,14,1,2,2012-09-04 9:45:00,4,9,2012,9,45
MSFT,2012-09-04,-0.018,23.6875,5.4375,16,2012-09-04 9:45:00,4,9,2012,9,45
GOOG,2012-09-04,0.4714,18.8,5.2,5,2012-09-04 9:45:00,4,9,2012,9,45
HPQ,2012-09-04,0.33875,33,4.5,4,2012-09-04 9:45:00,4,9,2012,9,45
DOV,2012-09-04,0.09066666667,27.33333333,4.333333333,3,2012-09-04 9:45:00,4,9,2012,9,45
MSI,2012-09-04,-0.378,19,5,1,2012-09-04 9:45:00,4,9,2012,9,45
QCOM,2012-09-04,-0.378,21,6,1,2012-09-04 9:45:00,4,9,2012,9,45
AAPL,2012-09-04,-0.2460114943,28.68965517,5.896551724,87,2012-09-04 9:45:00,4,9,2012,9,45
ETN,2012-09-04,0.355,31,4,1,2012-09-04 9:45:00,4,9,2012,9,45
CSCO,2012-09-04,0.3725,22,4,2,2012-09-04 9:45:00,4,9,2012,9,45
ORCL,2012-09-04,-0.2636818182,21.13636364,7.022727273,44,2012-09-04 9:45:00,4,9,2012,9,45
FB,2012-09-04,-0.1155,40.2,5.9,10,2012-09-04 9:45:00,4,9,2012,9,45
SYMC,2012-09-05,0.435,29,5,1,2012-09-05 9:45:00,5,9,2012,9,45
CRM,2012-09-05,0.31,46,8.333333333,3,2012-09-05 9:45:00,5,9,2012,9,45
AABA,2012-09-05,0.21,31.83333333,7.166666667,6,2012-09-05 9:45:00,5,9,2012,9,45
FB,2012-09-05,0.2710736196,42.40490798,6.079754601,163,2012-09-05 9:45:00,5,9,2012,9,45
GOOG,2012-09-05,0.3377,19.725,6.025,40,2012-09-05 9:45:00,5,9,2012,9,45
ALTR,2012-09-05,0.338,,6.5,14,2012-09-05 9:45:00,5,9,2012,9,45
LLTC,2012-09-05,0.31,15.5,6,2,2012-09-05 9:45:00,5,9,2012,9,45
INTC,2012-09-05,0.007333333333,21.66666667,4,3,2012-09-05 9:45:00,5,9,2012,9,45
NVDA,2012-09-05,0.455,34.5,6.25,4,2012-09-05 9:45:00,5,9,2012,9,45
MSFT,2012-09-05,0.1069473684,23.10526316,4.526315789,19,2012-09-05 9:45:00,5,9,2012,9,45
HPQ,2012-09-05,0.3374285714,33.57142857,5.714285714,7,2012-09-05 9:45:00,5,9,2012,9,45
ETN,2012-09-05,0.2830555556,29.44444444,6.222222222,18,2012-09-05 9:45:00,5,9,2012,9,45
NTAP,2012-09-05,0.31,0,4.666666667,3,2012-09-05 9:45:00,5,9,2012,9,45
ADBE,2012-09-05,0.435,28,4,1,2012-09-05 9:45:00,5,9,2012,9,45
TXN,2012-09-05,0.5,28,5,1,2012-09-05 9:45:00,5,9,2012,9,45
IBM,2012-09-05,0.48825,15.5,6,4,2012-09-05 9:45:00,5,9,2012,9,45
EMC,2012-09-05,0.268,22,5.5,2,2012-09-05 9:45:00,5,9,2012,9,45
ADSK,2012-09-05,0.4746666667,36,4,3,2012-09-05 9:45:00,5,9,2012,9,45
DOV,2012-09-05,0.364,30,5,1,2012-09-05 9:45:00,5,9,2012,9,45
ORCL,2012-09-05,-0.1471428571,21.35714286,5.857142857,14,2012-09-05 9:45:00,5,9,2012,9,45
LLL,2012-09-05,0.31,14,4,1,2012-09-05 9:45:00,5,9,2012,9,45
BRCM,2012-09-05,-0.29,,6,1,2012-09-05 9:45:00,5,9,2012,9,45
SNDK,2012-09-05,0.58,34,4,1,2012-09-05 9:45:00,5,9,2012,9,45
AAPL,2012-09-05,0.0301529052,29.09174312,5.678899083,327,2012-09-05 9:45:00,5,9,2012,9,45
AVGO,2012-09-06,0.518,50,4,1,2012-09-06 9:45:00,6,9,2012,9,45
DOV,2012-09-06,-0.29,22,4,1,2012-09-06 9:45:00,6,9,2012,9,45
AAPL,2012-09-06,-0.001258426966,29,5.528089888,89,2012-09-06 9:45:00,6,9,2012,9,45
ORCL,2012-09-06,-0.02688235294,24.23529412,6.294117647,17,2012-09-06 9:45:00,6,9,2012,9,45
NVDA,2012-09-06,-0.34,36,6.666666667,3,2012-09-06 9:45:00,6,9,2012,9,45
ETN,2012-09-06,0.414,33,5,1,2012-09-06 9:45:00,6,9,2012,9,45
INTC,2012-09-06,0.4321851852,22.40740741,6.037037037,27,2012-09-06 9:45:00,6,9,2012,9,45
LLTC,2012-09-06,-0.378,50,6,1,2012-09-06 9:45:00,6,9,2012,9,45
HPQ,2012-09-06,0.1823333333,36.66666667,4.333333333,3,2012-09-06 9:45:00,6,9,2012,9,45
MSI,2012-09-06,0.06077777778,16.88888889,6,18,2012-09-06 9:45:00,6,9,2012,9,45
STX,2012-09-06,-0.29,12,9,1,2012-09-06 9:45:00,6,9,2012,9,45
GOOG,2012-09-06,0.2766842105,20.42105263,6,19,2012-09-06 9:45:00,6,9,2012,9,45
XLNX,2012-09-06,0.56,25,4,1,2012-09-06 9:45:00,6,9,2012,9,45
SNDK,2012-09-06,0.58,34,5,1,2012-09-06 9:45:00,6,9,2012,9,45
NTAP,2012-09-06,0.56,29,5,2,2012-09-06 9:45:00,6,9,2012,9,45
IBM,2012-09-06,0.198,16.55555556,6,9,2012-09-06 9:45:00,6,9,2012,9,45
CSCO,2012-09-06,0.513,23,5,1,2012-09-06 9:45:00,6,9,2012,9,45
TRIP,2012-09-06,0.349,44,5,1,2012-09-06 9:45:00,6,9,2012,9,45
CRM,2012-09-06,-0.29,49,6.666666667,3,2012-09-06 9:45:00,6,9,2012,9,45
AABA,2012-09-06,-0.29,32,4,1,2012-09-06 9:45:00,6,9,2012,9,45
ALTR,2012-09-06,0.338,,4,1,2012-09-06 9:45:00,6,9,2012,9,45
ADSK,2012-09-06,0.007,38.5,6.5,2,2012-09-06 9:45:00,6,9,2012,9,45
QCOM,2012-09-06,0.435,25,6.5,2,2012-09-06 9:45:00,6,9,2012,9,45
CTXS,2012-09-06,0.56,36,7,2,2012-09-06 9:45:00,6,9,2012,9,45
ADBE,2012-09-06,0.301,27.83333333,6.833333333,6,2012-09-06 9:45:00,6,9,2012,9,45
FB,2012-09-06,0.3479818182,40.36363636,5.309090909,55,2012-09-06 9:45:00,6,9,2012,9,45
MSFT,2012-09-06,0.34725,22.5,6.038461538,52,2012-09-06 9:45:00,6,9,2012,9,45
BRCM,2012-09-07,0.435,,6.75,8,2012-09-07 9:45:00,7,9,2012,9,45
ALTR,2012-09-07,0.376,,4.875,8,2012-09-07 9:45:00,7,9,2012,9,45
ORCL,2012-09-07,0.31,22,5,2,2012-09-07 9:45:00,7,9,2012,9,45
FB,2012-09-07,0.2940555556,44.75,5.833333333,36,2012-09-07 9:45:00,7,9,2012,9,45
ADBE,2012-09-07,0.3582857143,30,5.571428571,7,2012-09-07 9:45:00,7,9,2012,9,45
DOV,2012-09-07,0.31,30,5,1,2012-09-07 9:45:00,7,9,2012,9,45
AABA,2012-09-07,0.45,35.8,5,5,2012-09-07 9:45:00,7,9,2012,9,45
NVDA,2012-09-07,0.6,35,4,1,2012-09-07 9:45:00,7,9,2012,9,45
CSCO,2012-09-07,0.5075714286,22.42857143,6.714285714,7,2012-09-07 9:45:00,7,9,2012,9,45
SNDK,2012-09-07,0.58,38,4,1,2012-09-07 9:45:00,7,9,2012,9,45
MU,2012-09-07,-0.29,50,6.333333333,3,2012-09-07 9:45:00,7,9,2012,9,45
EMC,2012-09-07,0.4565,30,6,2,2012-09-07 9:45:00,7,9,2012,9,45
AAPL,2012-09-07,0.04844615385,29.04615385,5.953846154,65,2012-09-07 9:45:00,7,9,2012,9,45
STX,2012-09-07,-0.375,45,6,7,2012-09-07 9:45:00,7,9,2012,9,45
IBM,2012-09-07,-0.02133333333,16.33333333,4.333333333,3,2012-09-07 9:45:00,7,9,2012,9,45
MSI,2012-09-07,0.207,18.5,5.25,4,2012-09-07 9:45:00,7,9,2012,9,45
XLNX,2012-09-07,0.3421428571,24,4.142857143,7,2012-09-07 9:45:00,7,9,2012,9,45
TXN,2012-09-07,0.433,32,5.333333333,3,2012-09-07 9:45:00,7,9,2012,9,45
ADP,2012-09-07,0.3455,20.5,4.5,2,2012-09-07 9:45:00,7,9,2012,9,45
WDC,2012-09-07,0.31,49,4,1,2012-09-07 9:45:00,7,9,2012,9,45
CTXS,2012-09-07,0.56,33,6,1,2012-09-07 9:45:00,7,9,2012,9,45
ETN,2012-09-07,0.3159,34.3,6.8,10,2012-09-07 9:45:00,7,9,2012,9,45
HPQ,2012-09-07,0.2595,33.625,5.875,8,2012-09-07 9:45:00,7,9,2012,9,45
MSFT,2012-09-07,0.2629565217,22.95652174,5.652173913,23,2012-09-07 9:45:00,7,9,2012,9,45
CTSH,2012-09-07,0.483,37,6.4,5,2012-09-07 9:45:00,7,9,2012,9,45
GOOG,2012-09-07,0.3702727273,19.77272727,5.5,22,2012-09-07 9:45:00,7,9,2012,9,45
CSCO,2012-09-08,0.4033333333,20.88888889,5.666666667,9,2012-09-08 9:45:00,8,9,2012,9,45
BRCM,2012-09-08,0.448,,4,1,2012-09-08 9:45:00,8,9,2012,9,45
ETN,2012-09-08,0.34,27,5.2,5,2012-09-08 9:45:00,8,9,2012,9,45
IBM,2012-09-08,0.4975,16.5,5,4,2012-09-08 9:45:00,8,9,2012,9,45
ORCL,2012-09-08,0.047,20.75,5,4,2012-09-08 9:45:00,8,9,2012,9,45
AAPL,2012-09-08,0.09978333333,28.55,5.85,60,2012-09-08 9:45:00,8,9,2012,9,45
INTC,2012-09-08,-0.2971949686,22.91823899,5.817610063,159,2012-09-08 9:45:00,8,9,2012,9,45
HPQ,2012-09-08,0.31,33.5,6,2,2012-09-08 9:45:00,8,9,2012,9,45
WDC,2012-09-08,0.31,35,6,1,2012-09-08 9:45:00,8,9,2012,9,45
CRM,2012-09-08,0.435,48,7,1,2012-09-08 9:45:00,8,9,2012,9,45
ADBE,2012-09-08,0.4454166667,30.83333333,5.25,12,2012-09-08 9:45:00,8,9,2012,9,45
AABA,2012-09-08,0.1486666667,34.33333333,5.333333333,3,2012-09-08 9:45:00,8,9,2012,9,45
FB,2012-09-08,0.009838709677,42.19354839,5.193548387,31,2012-09-08 9:45:00,8,9,2012,9,45
GOOG,2012-09-08,0.29885,19.45,5.45,20,2012-09-08 9:45:00,8,9,2012,9,45
ADSK,2012-09-08,0.4,36,4,1,2012-09-08 9:45:00,8,9,2012,9,45
RHI,2012-09-08,0.268,50,7,1,2012-09-08 9:45:00,8,9,2012,9,45
DOV,2012-09-08,-0.29,22,5,1,2012-09-08 9:45:00,8,9,2012,9,45
MSFT,2012-09-08,0.077875,22.25,4.125,8,2012-09-08 9:45:00,8,9,2012,9,45
SYMC,2012-09-08,0.275,33,5,1,2012-09-08 9:45:00,8,9,2012,9,45
NVDA,2012-09-08,-0.1974,37.4,5.8,5,2012-09-08 9:45:00,8,9,2012,9,45
MSI,2012-09-08,0.546,15.5,5.5,2,2012-09-08 9:45:00,8,9,2012,9,45
GOOG,2012-09-09,0.3046,19.8,7.2,5,2012-09-09 9:45:00,9,9,2012,9,45
AAPL,2012-09-09,0.2253846154,28.92307692,6,13,2012-09-09 9:45:00,9,9,2012,9,45
INTC,2012-09-09,-0.3037777778,22.44444444,6.111111111,9,2012-09-09 9:45:00,9,9,2012,9,45
ETN,2012-09-09,0.56,28,5,1,2012-09-09 9:45:00,9,9,2012,9,45
MSFT,2012-09-09,-0.2210909091,20.18181818,6.818181818,11,2012-09-09 9:45:00,9,9,2012,9,45
INTU,2012-09-09,-0.29,0,4,1,2012-09-09 9:45:00,9,9,2012,9,45
DOV,2012-09-09,-0.29,24,5,1,2012-09-09 9:45:00,9,9,2012,9,45
ADBE,2012-09-09,0.135,25,5.5,2,2012-09-09 9:45:00,9,9,2012,9,45
MSI,2012-09-09,0.279,16,5,1,2012-09-09 9:45:00,9,9,2012,9,45
FB,2012-09-09,0.0224,42.2,5.6,5,2012-09-09 9:45:00,9,9,2012,9,45
ORCL,2012-09-09,0.573,22,5,1,2012-09-09 9:45:00,9,9,2012,9,45
CSCO,2012-09-09,0.435,20,5,1,2012-09-09 9:45:00,9,9,2012,9,45
GOOG,2012-09-10,0.1931818182,19.54545455,5.909090909,11,2012-09-10 9:45:00,10,9,2012,9,45
